X,Y,fid,gis_id,srcid_t,srcid_i,edit_date,ftype,subtype,loc_type,loc_meth,street_tag,prcl_pin,address,city,state,zipcode,x_coord,y_coord,name,alias1,nghbrhd,cncldst,stfid_blk,plcdst_no,plcdst,usng,cntct_nme,cntct_phn,cntct_dpt,globalid,url
-8522867.445,4769142.202,1,27_1, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,5936A004,4509  BELAIR ROAD,Baltimore,MD,21206,1436169.848,606298.6102,410, ,Frankford,2,2.45103E+14,4,NORTHEASTERN,18S UJ 65353 54630, , , ,{B539CABF-622F-4C6E-9AE2-5C648EBBA530}, 
-8525893.751,4762539.104,2,27_2, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1830009,1919  FLEET ST,Baltimore,MD,21231,1428554.971,589545.9319,1919, ,Fells Point,1,2.45102E+13,2,SOUTHEASTERN,18S UJ 62920 49577, , , ,{319B2500-6082-4DD9-A866-66308527E3B2}, 
-8524407.63,4762175.38,3,27_3, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1878005,2844  HUDSON ST,Baltimore,MD,21224,1432338.038,588642.06,SAUTE, ,Canton,1,2.45101E+13,2,SOUTHEASTERN,18S UJ 64067 49276, , , ,{57842273-D14B-4D28-A810-A645F018BED4}, 
-8530754.024,4770074.211,4,27_4, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,3563006,3998  ROLAND AVE,Baltimore,MD,21211,1416119.971,608568.9745,#1 CHINESE KITCHEN, ,Hampden,14,2.45101E+14,5,NORTHERN,18S UJ 59260 55457, , , ,{2701DA61-1457-496D-8743-A80949B80232}, 
-8533280.759,4762362.837,5,27_5, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,2174A001,2481  frederick ave,Baltimore,MD,21223,1409773.532,589021.8779,#1 chinese restaurant, ,Millhill,9,2.45102E+14,8,SOUTHWESTERN,18S UJ 57194 49544, , , ,{D51ACB6C-38C9-4C55-B221-FE47CE0D7C05}, 
-8526087.912,4767728.877,6,27_6, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,4128031,2722  HARFORD RD,Baltimore,MD,21218,1428002.427,602683.4772,19TH HOLE, ,Clifton Park,14,2.45108E+13,4,NORTHEASTERN,18S UJ 62840 53584, , , ,{47F28D66-FE1E-4B2B-BF67-F952B94567B5}, 
-8525014.166,4764415.737,7,27_7, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1641026,2510  MCELDERRY ST,Baltimore,MD,21205,1430769.724,594308.2182,3 KINGS, ,McElderry Park,13,2.45107E+13,2,SOUTHEASTERN,18S UJ 63627 51013, , , ,{ABCC71B6-7907-4626-9296-8A0708924D8A}, 
-8529597.931,4767541.657,8,27_8, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,3644087,2701  MILES AVE,Baltimore,MD,21211,1419083.921,602171.1662,"3 MILES HOUSE, INC.", ,Remington,7,2.45101E+14,5,NORTHERN,18S UJ 60120 53488, , , ,{29F44A7F-8A7E-4AF9-A9CE-7390418AC41E}, 
-8525024.92,4764574.426,9,27_9, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1625063,2518 E MONUMENT ST,Baltimore,MD,21205,1430740.543,594709.895,3 W'S TAVERN, ,McElderry Park,13,2.45107E+13,2,SOUTHEASTERN,18S UJ 63621 51136, , , ,{3769007C-E5B6-494D-AC08-6FEDE78C63BA}, 
-8526130.493,4762967.307,10,27_10, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1762001,300 S ANN ST,Baltimore,MD,21231,1427948.149,590627.6323,300 SOUTH ANN STREET, ,Upper Fells Point,1,2.45102E+13,2,SOUTHEASTERN,18S UJ 62743 49911, , , ,{CFFCE3C2-9521-4EC6-8D18-31CC7AF04F22}, 
-8525792.346,4754103.372,11,27_11, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,7224001,1600  HAZEL ST,Baltimore,MD,21226,1428909.155,568174.8849,438 CLUB, ,Curtis Bay,10,2.45103E+14,9,SOUTHERN,18S UJ 62885 43063, , , ,{453060BF-56B5-4E2E-9042-9D11B6FE9D7B}, 
-8536698.349,4771215.788,12,27_12, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,4510007,5302  REISTERSTOWN RD,Baltimore,MD,21215,1401006.407,611401.4545,5-MILE HOUSE, ,Woodmere,5,2.45103E+14,6,NORTHWESTERN,18S UJ 54674 56422, , , ,{27E5ABD1-E8BA-4421-A2F3-8D50F927F7EF}, 
-8525151.4,4762375.469,13,27_13, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1853014,743 S MONTFORD ST,Baltimore,MD,21224,1430444.456,589140.0847,"743 S. MONTFORD,INC.", ,Canton,1,2.45101E+13,2,SOUTHEASTERN,18S UJ 63493 49441, , , ,{6713EEB1-399F-405D-9824-F371C29DF85F}, 
-8521292.927,4762040.109,14,27_14, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6820043,5625  O'DONNELL ST,Baltimore,MD,21224,1440259.821,588337.4671,A & W RESTAURANT, ,Pulaski Industrial Area,1,2.45103E+14,2,SOUTHEASTERN,18S UJ 66479 49130, , , ,{54F34328-9F74-4DA6-A49D-F93D530D4BEA}, 
-8528412.27,4763248.065,15,27_15, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,650004,219 E BALTIMORE ST,Baltimore,MD,21202,1422143.449,591313.3041,A TASTE OF CHINA, ,Downtown,11,2.45104E+13,1,CENTRAL,18S UJ 60979 50159, , , ,{22E6C2B0-D196-497A-B020-3FE11A75D32B}, 
-8529045.601,4765222.032,16,27_16, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,482003,58 W BIDDLE STREET,Baltimore,MD,21201,1420512.244,596304.7531,ABACROMBIE FINE FOODS, ,Mid-Town Belvedere,11,2.45101E+14,1,CENTRAL,18S UJ 60515 51691, , , ,{FFB81A57-5FD3-4EA3-8E2F-35BD543F3D90}, 
-8525902.641,4764530.656,17,27_17, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1620001,2003 E MONUMENT ST,Baltimore,MD,21205,1428509.688,594588.9372,ABC SUSHI, ,Middle East,13,2.45106E+13,3,EASTERN,18S UJ 62941 51114, , , ,{430A670C-FCB5-4715-881E-DFEBA9047866}, 
-8522221.017,4762871.48,18,27_18, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6553001,4718  EASTERN AVE,Baltimore,MD,21224,1437889.606,590431.3497,ACROPOLIS RESTAURANT, ,Greektown,2,2.45103E+14,2,SOUTHEASTERN,18S UJ 65770 49784, , , ,{497F9D31-F5B6-4B17-A6CB-D764D942F20B}, 
-8526344.752,4762159.286,19,27_19, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1820001,818 S BROADWAY,Baltimore,MD,21231,1427412.485,588578.8941,ADMIRAL FELL INN, ,Fells Point,1,2.45102E+13,2,SOUTHEASTERN,18S UJ 62566 49290, , , ,{EAE5A1BF-E507-434D-A739-FA635B5B02B9}, 
-8532950.126,4759901.583,20,27_20, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,7779006A,2522  WASHINGTON BLVD,Baltimore,MD,21230,1410637.967,582791.0764,AG & HARP'S, ,Morrell Park,10,2.45103E+14,8,SOUTHWESTERN,18S UJ 57416 47640, , , ,{58EC844D-E3C1-454D-8DF8-54882A2BC3A5}, 
-8519433.665,4758618.93,21,27_21, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6991012,6500  RIVERVIEW AVE,Baltimore,MD,21222,1445032.109,579695.3523,"AIRPORT BAR & GRILL, INC.", ,Saint Helena,1,2.45103E+14,2,SOUTHEASTERN,18S UJ 67874 46465, , , ,{1FD59158-02D6-4E6A-B3B2-397565C9081E}, 
-8528827.844,4764617.362,22,27_22, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,517024,823 N CHARLES ST,Baltimore,MD,21201,1421072.239,594776.1058,AKBAR RESTAURANT, ,Mount Vernon,11,2.45101E+14,1,CENTRAL,18S UJ 60676 51221, , , ,{A1511531-C131-4AC1-A614-11A0A219C1C0}, 
-8533172.9,4762449.458,23,27_23, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,2145C001,2407  FREDERICK AVE,Baltimore,MD,21223,1410046.964,589242.2827,"AKDEY SUBWAY, INC.", ,Millhill,9,2.45102E+14,8,SOUTHWESTERN,18S UJ 57279 49609, , , ,{C766B8FD-6B36-4EA2-A8C5-5A8A9303353A}, 
-8527271.338,4762757.086,24,27_24, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1423025,306 S HIGH ST,Baltimore,MD,21202,1425049.745,590082.4472,ALDO'S   RESTAURANT, ,Little Italy,1,2.45103E+13,2,SOUTHEASTERN,18S UJ 61856 49764, , , ,{CF6C6F0B-4BA5-4687-91D3-3D7B700645AF}, 
-8525873.522,4762540.154,25,27_25, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1830012,1939  FLEET ST,Baltimore,MD,21231,1428606.394,589548.8231,ALE MARY'S, ,Fells Point,1,2.45102E+13,2,SOUTHEASTERN,18S UJ 62936 49578, , , ,{5F497496-0903-4BE4-86B1-00015ABDF420}, 
-8526348.85,4762349.124,26,27_26, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1812002,710 S BROADWAY,Baltimore,MD,21231,1427399.925,589059.6269,ALEXANDER'S TAVERN, ,Fells Point,1,2.45102E+13,2,SOUTHEASTERN,18S UJ 62565 49437, , , ,{D737F80E-7B54-4D78-A502-6240762AD11D}, 
-8533074.789,4767425.122,27,27_27, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,3262F004,2401  LIBERTY HEIGHTS AVE,Baltimore,MD,21215,1410248.675,601841.1708,ALFEO'S, ,Mondawmin,7,2.45102E+14,7,WESTERN,18S UJ 57426 53447, , , ,{788F6684-7A21-4E84-8319-1B0B25E7222D}, 
-8532656.705,4762679.113,28,27_28, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,222089,2105  FREDERICK AVE,Baltimore,MD,21223,1411357.29,589828.8801,AL-HO CLUB, ,Booth-Boyd,9,2.45102E+14,8,SOUTHWESTERN,18S UJ 57682 49779, , , ,{809585AF-668F-451E-98E9-56A676DF3DF6}, 
-8528368.647,4763143.373,29,27_96, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,662010,206 E REDWOOD ST,Baltimore,MD,21212,1422255.489,591048.6607,BAY ATLANTIC CLUB, ,Downtown,11,2.45104E+13,1,CENTRAL,18S UJ 61011 50077, , , ,{81105212-0BFB-4A8C-8FA9-670888C91817}, 
-8524437.709,4761626.803,30,27_97, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1.90E+08,2809  BOSTON ST,Baltimore,MD,21224,1432267.999,587252.3527,BAY CAFE, ,Canton,1,2.45101E+13,2,SOUTHEASTERN,18S UJ 64036 48853, , , ,{19BDB795-3C42-403B-BB44-5FB9EFE459FF}, 
-8528451.974,4761470.307,31,27_98, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,936001,1038  LIGHT ST,Baltimore,MD,21230,1422061.617,586810.6275,BEACH  BUMS CAF, ,Federal Hill,10,2.45102E+14,9,SOUTHERN,18S UJ 60924 48788, , , ,{03C873AC-05AD-4041-AAF1-EF5CB7875176}, 
-8523163.542,4763349.65,32,27_99, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6285016,3820 E PRATT ST,Baltimore,MD,21224,1435487.34,591630.7083,BECKER'S TAVERN, ,Baltimore Highlands,2,2.45103E+14,2,SOUTHEASTERN,18S UJ 65047 50166, , , ,{48253C50-451C-40E5-A356-033EF91A43BF}, 
-8529403.459,4763198.623,33,27_100, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,631001,401 W BALTIMORE ST,Baltimore,MD,21201,1419623.825,591177.5126,BEDROCK, ,Downtown,11,2.45104E+13,1,CENTRAL,18S UJ 60210 50134, , , ,{55C45650-7FE3-4725-BE3C-E872447F44FE}, 
-8529403.459,4763198.623,34,27_101, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,631001,401 W BALTIMORE ST,Baltimore,MD,21201,1419623.825,591177.5126,BEDROCK (KITCHEN AREA), ,Downtown,11,2.45104E+13,1,CENTRAL,18S UJ 60210 50134, , , ,{1ED82A8B-FFAE-44E8-8C0C-8FB5D256BBF2}, 
-8520609.024,4771196.98,35,27_102, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,5748006,5860  BELAIR RD,Baltimore,MD,21206,1441882.561,611526.612,BELAIR PUB, ,Glenham-Belford,2,2.45103E+14,4,NORTHEASTERN,18S UJ 67129 56185, , , ,{5E5B134D-C0DF-406A-BA5D-9D4B857896D3}, 
-8527707.007,4760424.728,36,27_103, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1943078,1747  BELT ST,Baltimore,MD,21230,1423967.499,584170.4047,BELT STREET PUB, ,Riverside,10,2.45102E+14,9,SOUTHERN,18S UJ 61487 47970, , , ,{D8CA9A4E-12D5-4732-99E5-48EAB14939BC}, 
-8532210.184,4773577.747,37,27_104, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,4.82E+21,1190 W NORTHERN PKWY,Baltimore,MD,21210,1412385.727,617419.0699,BELVEDERE TOWERS CAF, ,Roland Park,6,2.45103E+14,5,NORTHERN,18S UJ 58182 58179, , , ,{71AEE086-ECEC-41D6-A87E-D9805383920E}, 
-8521364.05,4770512.368,38,27_105, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6003012,5523  BELAIR RD,Baltimore,MD,21206,1439972.937,609784.6873,"BERGER'S TAVERN, INCORPORATED", ,Waltherson,2,2.45103E+14,4,NORTHEASTERN,18S UJ 66535 55667, , , ,{5A17306D-931D-41EB-81DE-68C621ED1D99}, 
-8526223.953,4766498.46,39,27_106, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,4156023,1801 E NORTH AVE,Baltimore,MD,21213,1427670.595,599567.2908,BERMUDA BAR, ,Broadway East,12,2.45108E+13,3,EASTERN,18S UJ 62718 52637, , , ,{C4D8D749-5E9D-4454-ADB9-0F14E07336EE}, 
-8526347.248,4762317.085,40,27_107, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1812002,734 S BROADWAY,Baltimore,MD,21231,1427404.358,588978.5036,BERTHA'S RESTAURANT, ,Fells Point,1,2.45102E+13,2,SOUTHEASTERN,18S UJ 62566 49412, , , ,{5BC32E5E-26D1-4DC0-ADD2-C872C81EA1B2}, 
-8528831.638,4768464.292,41,27_108, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,3861001,3105  ST. PAUL ST,Baltimore,MD,21218,1421021.608,604514.6197,BERT'S EATS & DRINKS (3103-05), ,Charles Village,14,2.45101E+14,5,NORTHERN,18S UJ 60726 54189, , , ,{5A1CE595-0473-46EE-A90C-0EBDC1171719}, 
-8521292.927,4762040.109,42,27_109, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6820043,5625  O'DONNELL ST,Baltimore,MD,21224,1440259.821,588337.4671,BEST WESTERN TRAVEL PLAZA, ,Pulaski Industrial Area,1,2.45103E+14,2,SOUTHEASTERN,18S UJ 66479 49130, , , ,{CC5ED6DA-9702-4282-9111-570C5F342E3F}, 
-8528294.387,4763255.421,43,27_110, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1348013,300 E BALTIMORE ST,Baltimore,MD,21202,1422443.092,591333.2056,BIG APPLE TREE CAF, ,Downtown,11,2.45104E+13,1,CENTRAL,18S UJ 61070 50163, , , ,{AFF161DA-01C9-4623-AACC-BD0EDAACA07B}, 
-8522591.099,4772549.433,44,27_111, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,5765005,5713  HARFORD RD,Baltimore,MD,21214,1436830.481,614923.8053,BIG BAD WOLF'S HOUSE OF BARBEQUE, ,Harford-Echodale/Perring Parkway,3,2.45103E+14,4,NORTHEASTERN,18S UJ 65613 57254, , , ,{5D0D6401-A3E2-40BD-BAD1-75EAC96F073C}, 
-8528536.26,4762594.375,45,27_112, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,890003,301  LIGHT ST,Baltimore,MD,21202,1421835.212,589656.5592,BIG KAHUNA CANTINA, ,Inner Harbor,11,2.45102E+14,1,CENTRAL,18S UJ 60874 49656, , , ,{6B81C276-9568-4C88-9C1E-9A594A73A952}, 
-8522167.442,4763160.297,46,27_113, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6331048,300 S OLDHAM ST,Baltimore,MD,21224,1438022.27,591163.4044,BIG TEE'S BAR & GRILL, ,Greektown,2,2.45103E+14,2,SOUTHEASTERN,18S UJ 65816 50006, , , ,{0DB273CE-9189-4EF7-B526-7E6D421920C7}, 
-8530823.434,4762833.545,47,27_114, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,235057,1000 W LOMBARD ST,Baltimore,MD,21223,1416017.162,590238.2552,BILL'S 60'S & 70'S CLUB, ,Hollins Market,9,2.45102E+14,9,SOUTHERN,18S UJ 59105 49873, , , ,{4C461138-4E29-4C85-A29A-CE2F1725A8B1}, 
-8519378.263,4760791.042,48,27_115, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6925015,6701  HOLABIRD AVE,Baltimore,MD,21222,1445144.758,585198.4372,BILL'S CAFE, ,Graceland Park,1,2.45103E+14,2,SOUTHEASTERN,18S UJ 67946 48141, , , ,{7B41D2C0-BB3E-4E8B-88AD-EF57262C69BB}, 
-8528373.66,4760404.926,49,27_116, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1024015,1741  LIGHT ST,Baltimore,MD,21230,1422272.247,584112.9806,BILL'S LIGHTHOUSE INN, ,Riverside,10,2.45102E+14,9,SOUTHERN,18S UJ 60970 47964, , , ,{B0FE4D68-2C93-43F2-9D40-2CC1419125F0}, 
-8529162.485,4764516.959,50,27_117, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,509018,205 W MADISON ST,Baltimore,MD,21201,1420222.573,594518.3185,BILTMORE SUITES HOTEL, ,Mount Vernon,11,2.45101E+14,1,CENTRAL,18S UJ 60415 51148, , , ,{B97CC445-5D9A-4842-A170-303EE520EEC0}, 
-8525159.338,4762515.911,51,27_118, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1836041,641 S MONTFORD AVE,Baltimore,MD,21224,1430422.645,589495.6635,BIRCHES RESTAURANT, ,Canton,1,2.45101E+13,2,SOUTHEASTERN,18S UJ 63489 49549, , , ,{24E33806-A08F-4CCD-9581-4E65F00442CC}, 
-8526245.711,4762372.416,52,27_119, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1828023,1712  ALICEANNA ST,Baltimore,MD,21231,1427661.919,589119.7834,BIRDS OF A FEATHER, ,Fells Point,1,2.45102E+13,2,SOUTHEASTERN,18S UJ 62645 49453, , , ,{5A5FACEA-677D-4DF7-BA67-77CE95464683}, 
-8538885.25,4771532.935,53,27_120, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,4285011,4700  MT. HOPE DR,Baltimore,MD,21215,1395447.849,612185.4596,"BLACKTIE SERVICE, LLP", ,Seton Business Park,5,2.45103E+14,6,NORTHWESTERN,18S UJ 52986 56698, , , ,{8C11399B-9A19-4D53-ADE3-C28DD7DFA646}, 
-8532694.748,4769718.558,54,27_121, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,3357C020,3725  MALDEN AVE,Baltimore,MD,21211,1411192.329,607649.5763,BLACKTIE SERVICES, ,Woodberry,7,2.45101E+14,5,NORTHERN,18S UJ 57752 55210, , , ,{99C487F8-F796-4A36-B438-7FD940E36AEF}, 
-8528332.996,4755390.563,55,27_122, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,7027H008,3915 S HANOVER ST,Baltimore,MD,21225,1422429.757,571408.8269,BLARNEY STONE INN, ,Brooklyn,10,2.45103E+14,9,SOUTHERN,18S UJ 60932 44092, , , ,{53132215-47A7-4B04-B5D4-13E82FA51DB3}, 
-8526349.25,4762357.134,56,27_123, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1812002,704 S BROADWAY,Baltimore,MD,21231,1427398.817,589079.9077,BLARNEY STONE PUB, ,Fells Point,1,2.45102E+13,2,SOUTHEASTERN,18S UJ 62565 49443, , , ,{ED83CF07-6A18-44B2-8C39-5BBA2F8BB150}, 
-8524999.45,4762585.284,57,27_124, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1838044,2501  FLEET ST,Baltimore,MD,21224,1430828.391,589673.2111,BLEACHERS, ,Canton,1,2.45101E+13,2,SOUTHEASTERN,18S UJ 63614 49601, , , ,{09B4648B-5DA5-465F-BD5F-688300A517E1}, 
-8521223.762,4770640.951,58,27_29, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6004007A,5621  BELAIR RD,Baltimore,MD,21206,1440327.758,610111.8321,ALLEN RESTAURANT, ,Waltherson,2,2.45103E+14,4,NORTHEASTERN,18S UJ 66646 55764, , , ,{6E4467EC-3CF9-4493-A390-D5E45087D146}, 
-8526875.063,4760502.479,59,27_30, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,2034005,1120 E FORT AVE,Baltimore,MD,21230,1426082.47,584376.575,ALOHA TOKYO, ,Locust Point Industrial Area,10,2.45102E+14,9,SOUTHERN,18S UJ 62132 48019, , , ,{1C31CB5A-BC06-4383-AB70-AFB04FE5C7F7}, 
-8530465.671,4771158.61,60,27_31, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,4965006,415 W COLD SPRING LN,Baltimore,MD,21210,1416841.524,611316.0137,ALONSO'S RESTAURANT & COCKTAIL LOUNGE, ,Evergreen,6,2.45103E+14,5,NORTHERN,18S UJ 59498 56289, , , ,{C75E8E8B-828D-42C4-9676-2360EF25A101}, 
-8529342.144,4769683.394,61,27_32, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,3695ACO3695Ab,3811  CANTERBURY RD,Baltimore,MD,21218,1419711.455,607594.605,AMBASSADOR DINNING ROOM, ,Tuscany-Canterbury,14,2.45101E+14,5,NORTHERN,18S UJ 60347 55136, , , ,{4EC67352-3290-4629-AC9A-1F889A789D10}, 
-8530730.369,4758636.478,62,27_33, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,7612D002,1810  CHERRY HILL RD,Baltimore,MD,21230,1416296.55,579608.2713,AMBROSIA'S, ,Cherry Hill,10,2.45103E+14,9,SOUTHERN,18S UJ 59119 46632, , , ,{1AAD7BD4-D137-45FE-AD83-F8C9567A45A4}, 
-8530676.038,4762700.09,63,27_34, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,252034,901 W PRATT ST,Baltimore,MD,21223,1416393.301,589901.7961,AMERICAN FOOD SERVICE, ,Hollins Market,9,2.45102E+14,9,SOUTHERN,18S UJ 59217 49767, , , ,{EDC17317-3B2B-4625-9091-DFC7F37E155E}, 
-8530303.634,4765419.936,64,27_35, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,364001,1502  MADISON AVE,Baltimore,MD,21217,1417312.218,596792.6165,AMERICAN LEGION FEDERAL POST #19, ,Madison Park,11,2.45101E+14,1,CENTRAL,18S UJ 59544 51861, , , ,{81A1468D-0E24-4182-A271-82B0088CCAF3}, 
-8525819.238,4753547.43,65,27_36, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,7185005,1527  CHERRY ST,Baltimore,MD,21226,1428847.067,566765.4653,AMERICAN LEGION POST #187, ,Curtis Bay,10,2.45103E+14,9,SOUTHERN,18S UJ 62856 42634, , , ,{B8672EC0-1821-42CB-9437-6AF27A6CE846}, 
-8527800.09,4760842.819,66,27_37, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1931022,506 E FORT AVE,Baltimore,MD,21230,1423726.201,585228.3953,AMERICAN LEIGON FORT MCHENRY POST #133, ,Riverside,10,2.45102E+14,9,SOUTHERN,18S UJ 61420 48294, , , ,{7684A6AB-5CBB-4BC1-9F68-DEE8DCD1A7DA}, 
-8523216.589,4762964.502,67,27_38, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6315A001,400 S EATON ST,Baltimore,MD,21224,1435357.11,590654.742,AMIGO'S BAR, ,Highlandtown,2,2.45103E+14,2,SOUTHEASTERN,18S UJ 65000 49869, , , ,{A4D77264-1306-4CA5-B08B-9EF23BCEC952}, 
-8521266.165,4774528.88,68,27_39, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,5545070,7135  HARFORD RD,Baltimore,MD,21234,1440171.304,619947.828,ANGELINA'S, ,North Harford Road,3,2.45103E+14,4,NORTHEASTERN,18S UJ 66664 58762, , , ,{AD46D069-2D2F-4C3E-B6CF-28B4EC811E36}, 
-8530191.516,4769243.568,69,27_40, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,3673007M,3600  KESWICK RD,Baltimore,MD,21211,1417557.785,606472.6122,ANGELO'S RESTAURANT & CARRYOUT, ,Wyman Park,7,2.45101E+14,5,NORTHERN,18S UJ 59684 54809, , , ,{B22A9231-C4BE-4D57-B642-DBC244AE8BCF}, 
-8527817.157,4763260.084,70,27_41, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,1375006,"10  MARKET PLACE, 2ND FLR",Baltimore,MD,21202,1423656.421,591350.2146,ANGELS ROCK BAR, ,Downtown,11,2.45104E+13,1,CENTRAL,18S UJ 61440 50160, , , ,{BF4F803E-0F5C-4798-B28D-38C177882584}, 
-8521022.456,4762053.58,71,27_42, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6825004,5805  O'Donnell ST,Baltimore,MD,21224,1440947.415,588374.9983,ANGLE INN, ,Pulaski Industrial Area,1,2.45103E+14,2,SOUTHEASTERN,18S UJ 66688 49137, , , ,{009FB337-0192-4293-B986-D9A7804AA1BD}, 
-8523723.068,4762647.779,72,27_43, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,6430006,601 S CLINTON ST,Baltimore,MD,21224,1434073.11,589846.5642,ANNABEL LEE TAVERN, ,Canton,1,2.45103E+14,2,SOUTHEASTERN,18S UJ 64604 49632, , , ,{68BC3283-7DC4-4277-9877-1F3ED3C1C3C2}, 
-8529904.23,4763487.466,73,27_44, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,9.3E+14,590001,631 W LEXINGTON ST,Baltimore,MD,21201,1418347.582,591903.6938,ANNS AT LEXINGTON PLACE, ,Seton Hill,11,2.45104E+13,1,CENTRAL,18S UJ 59826 50364, , , ,{2F0A99D3-E0BE-4D3D-AB84-2D4D30189D23}, 
